"code","name"
"17948","Union Township"
"17949","Wallaceton Borough"
"17950","Westover Borough"
"17951","Woodward Township"
"18001","Lock Haven"
"18802","Renovo Borough"
"18903","Allison Township"
"18904","Avis Borough"
"18905","Bald Eagle Township"
"18906","Beech Creek Borough"
"18907","Beech Creek Township"
"18908","Castanea Township"
"18909","Chapman Township"
"18909","North Bend"
"18910","Colebrook Township"
"18911","Crawford Township"
"18912","Dunnstable Township"
"18913","East Keating Township"
"18914","Flemington Borough"
"18915","Gallagher Township"
"18916","Greene Township"
"18917","Grugan Township"
"18918","Lamar Township"
"18919","Tamarack"
"18919","Drury"
"18919","Leidy Township"
"18920","Logan Township"
"18921","Loganton Borough"
"18922","Mill Hall Borough"
"18923","West Renovo"
"18923","Noyes Township"
"18924","Woolrich"
"18924","Pine Creek Township"
"18925","Porter Township"
"18925","Lamar"
"18926","South Renovo Borough"
"18927","McElhattan"
"18927","Wayne Township"
"18928","West Keating Township"
"18929","Woodward Township"
"19001","Berwick Borough"
"19002","Bloomsburg Town Borough"
"19803","Ashland Borough"
"19904","Beaver Township"
"19905","Benton Borough"
"19906","Benton Township"
"19907","Briar Creek Borough"
"19908","Briar Creek Township"
"19908","Evansville"
"19909","Catawissa Borough"
"19910","Catawissa Township"
"19911","Centralia Borough"
"19912","Cleveland Township"
"19913","Conyngham Township"
"19913","Wilburton"
"19914","Fishing Creek Township"
"19915","Franklin Township"
"19916","Greenwood Township"
"19917","Hemlock Township"
"19918","Jackson Township"
"19919","Numidia"
"19919","Locust Township"
"19920","Madison Township"
"19921","Main Township"
"19921","Mainville"
"19922","Mifflin Township"
"19923","Millville Borough"
"19924","Montour Township"
"19925","Mt. Pleasant Township"
"19926","North Centre Township"
"19927","Orange Township"
"19928","Orangeville Borough"
"19929","Pine Township"
"19930","Roaring Creek Township"
"19931","Lightstreet"
"19931","Carroll Park"
"19931","Scott Township"
"19932","South Centre Township"
"19933","Stillwater Borough"
"19934","Sugarloaf Township"
"20001","Meadville"
"20802","Titusville"
"20903","Athens Township"
"20904","Beaver Township"
"20905","Bloomfield Township"
"20906","Blooming Valley Borough"
"20907","Cambridge Springs Borough"
"20908","Cambridge Township"
"20909","Centerville Borough"
"20910","Cochranton Borough"
"20911","Conneaut Lake Borough"
"20912","Conneaut Township"
"20913","Conneautville Borough"
"20914","Cussewago Township"
"20915","East Fairfield Township"
"20916","East Fallowfield Township"
"20916","Atlantic"
"20917","East Mead Township"
"20918","Fairfield Township"
"20919","Greenwood Township"
"20920","Hayfield Township"
"20921","Hydetown Borough"
"20922","Linesville Borough"
"20923","North Shenango Township"
"20923","Espyville"
"20924","Oil Creek Township"
"20925","Pine Township"
"20926","Guys Mills"
"20926","Randolph Township"
"20927","Richmond Township"
"20928","Rockdale Township"
"20929","Rome Township"
"20930","Sadsbury Township"
"20931","Saegertown Borough"
"20932","South Shenango Township"
"20933","Sparta Township"
"20934","Spartansburg Borough"
"20935","Spring Township"
"20936","Springboro Borough"
"20937","Steuben Township"
"20938","Summerhill Township"
"20939","Summit Township"
"20940","Townville Borough"
"20941","Troy Township"
"20942","Union Township"
"20943","Venango Borough"
"20944","Venango Township"
"20945","Vernon Township"
"20946","Wayne Township"
"20947","West Fallowfield Township"
"20948","West Mead Township"
"20949","West Shenango Township"
"20950","Woodcock Borough"
"20951","Woodcock Township"
"21001","Carlisle Borough"
"21802","Camp Hill Borough"
"21803","Lemoyne Borough"
"21804","Mechanicsburg Borough"
"21805","New Cumberland Borough"
"21806","Shippensburg Borough"
"21907","Cooke Township"
"21908","Dickinson Township"
"21909","East Pennsboro Township"
"21909","Enola"
"21910","Hampden Township"
"21911","Hopewell Township"
"21912","Lower Allen Township"
"21913","Lower Frankford Township"
"21914","Lower Mifflin Township"
"21915","Middlesex Township"
"21915","New Kingston"
"21916","Monroe Township"
"21916","Williams Grove"
"21917","Mt. Holly Springs Borough"
"21918","Newburg Borough"
"21919","Newville Borough"
"21920","North Middleton Township"
"21921","North Newton Township"
"21922","Penn Township"
"21923","Shippensburg Township"
"21924","Shiremanstown Borough"
"21925","Silver Spring Township"
"21926","Boiling Springs"
"21926","South Middleton Township"
"21927","South Newton Township"
"21928","Southampton Township"
"21929","Upper Allen Township"
"21930","Upper Frankford Township"
"21931","Upper Mifflin Township"
"21932","West Fairview Borough"
"21933","Plainfield"
"21933","West Pennsboro Township"
"21934","Wormleysburg Borough"
"22001","Harrisburg"
"22002","Middletown Borough"
"22003","Steelton Borough"
"22804","Highspire Borough"
"22805","Hummelstown Borough"
"22806","Lykens Borough"
"22807","Millersburg Borough"
"22808","Penbrook Borough"
"22909","Berrysburg Borough"
"22910","Conewago Township"
"22911","Dauphin Borough"
"22912","Hershey"
"22912","Derry Township"
"22913","East Hanover Township"
"22913","Grantville"
"22914","Elizabethville Borough"
"22915","Gratz Borough"
"22916","Halifax Borough"
"22917","Halifax Township"
"22918","Jackson Township"
"22919","Jefferson Township"
"22920","Londonderry Township"
"22921","Lower Paxton Township"
"22922","Lower Swatara Township"
"22923","Lykens Township"
"22924","Middle Paxton Township"
"22925","Mifflin Township"
"22926","Paxtang Borough"
"22927","Reed Township"
"22928","Royalton Borough"
"22929","Rush Township"
"22930","South Hanover Township"
"22931","Susquehanna Township"
"22932","Swatara Township"
"22933","Pillow Borough"
"22934","Upper Paxton Township"
"22935","Washington Township"
"22936","Wayne Township"
"22937","West Hanover Township"
"22938","Wiconisco Township"
"22939","Williams Township"
"22940","Williamstown Borough"
"23001","Chester"
"23002","Haverford Township"
"23002","Havertown"
"23003","Upper Darby Township"
"23003","Drexel Hills"
"23004","Holmes"
"23004","Ridley Township"
"23004","Crum Lynne"
"23005","Springfield Township"
"23006","Aston Township"
"23007","Collingdale Borough"
"23008","Darby Borough"
"23009","Darby Township"
"23010","Lansdowne Borough"
"23011","Marple Township"
"23011","Broomall"
"23012","Nether Providence Township"
"23012","Wallingford"
"23013","Radnor Township"
"23013","Rosemont"
"23013","Saint Davids"
"23013","Villanova"
"23014","Yeadon Borough"
"23815","Aldan Borough"
"23816","Brookhaven Borough"
"23817","Chester Township"
"23818","Clifton Heights Borough"
"23819","Colwyn Borough"
"23820","East Lansdowne Borough"
"23821","Eddystone Borough"
"23822","Folcroft Borough"
"23823","Glenolden Borough"
"23824","Linwood"
"23824","Lower Chichester Township"
"23825","Marcus Hook Borough"
"23826","Media Borough"
"23827","Norwood Borough"
"23828","Prospect Park Borough"
"23829","Ridley Park Borough"
"23830","Sharon Hill Borough"
"23831","Swarthmore Borough"
"23832","Upland Borough"
"23833","Boothwyn"
"23833","Upper Chichester Township"
"23834","Upper Providence Township"
"23935","Bethel Township"
"23936","Birmingham Township"
"23937","Chester Heights Borough"
"23938","Concord Township"
"23939","Edgemont Township"
"23940","Elwyn"
"23940","Middletown Township"
"23941","Millbourne Borough"
"23942","Morton Borough"
"23943","Newtown Square"
"23943","Newtown Township"
"23944","Parkside Borough"
"23945","Rose Valley Borough"
"23946","Secane"
"23946","Rutledge Borough"
"23947","Glen Mills"
"23947","Thornbury Township"
"23948","Tinicum Township"
"23948","Essington"
"23949","Trainer Borough"
"24801","Johnsonburg Borough"
"24802","Ridgway Borough"
"24803","St. Marys Borough"
"24904","Benezette Township"
"24905","Benzinger Township"
"24906","Kersey"
"24906","Fox Township"
"24907","Highland Township"
"24908","Hydes"
"24908","Brockport"
"24908","Horton Township"
"24909","Jay Township"
"24909","Weedville"
"24910","Wilcox"
"24910","Jones Township"
"24911","Millstone Township"
"24912","Ridgway Township"
"24913","Spring Creek Township"
"25001","Erie"
"25002","Millcreek Township"
"25803","Corry"
"25804","Girard Borough"
"25805","Lawrence Park Township"
"25806","North East Borough"
"25807","Union City Borough"
"25808","Wesleyville Borough"
"25909","Albion Borough"
"25910","Amity Township"
"25911","Concord Township"
"25912","Lundys Lane"
"25912","Conneaut Township"
"25913","Cranesville Borough"
"25915","Edinboro Borough"
"25916","Elgin Borough"
"25917","Elk Creek Township"
"25918","Fairview Borough"
"25919","Fairview Township"
"25920","Franklin Corners"
"25920","Franklin Township"
"25921","Girard Township"
"25922","Greene Township"
"25923","Greenfield Township"
"25924","Harbor Creek Township"
"25925","Lake City Borough"
"25926","Le Boeuf Township"
"25927","McKean Township"
"25928","McKean Borough"
"25929","Mill Village Borough"
"25930","North East Township"
"25931","Platea Borough"
"25932","East Springfield Borough"
"25932","Springfield Township"
"25933","Summit Township"
"25934","Union Township"
"25935","Venango Township"
"25936","Lake Pleasant"
"25936","Washington Township"
"25937","Waterford Borough"
"25938","Waterford Township"
"25939","Wattsburg Borough"
"25940","Wayne Township"
"26001","Connellsville"
"26002","Uniontown"
"26803","Brownsville Borough"
"26804","Masontown Borough"
"26805","South Connellsville Borough"
"26906","Belle Vernon Borough"
"26907","Brownsville Township"
"26908","Bullskin Township"
"26909","Connellsville Township"
"26910","Dauson Borough"
"26911","Dunbar Borough"
"26912","Dunbar Township"
"26913","Everson Borough"
"26914","Fairchance Borough"
"26915","Fayette City Borough"
"26916","Franklin Township"
"26917","Georges Township"
"26918","German Township"
"26919","Henry Clay Township"
"26920","Jefferson Township"
"26921","Lower Tyrone Township"
"26922","Luzerne Township"
"26923","Markleysburg Borough"
"26924","Menallen Township"
"26925","Newell Borough"
"26926","Nicholson Township"
"26927","North Union Township"
"26928","Ohiopyle Borough"
"26929","Perry Township"
"26930","Perryopolois Borough"
"26931","Point Marion Borough"
"26932","Redstone Township"
"26933","Saltlick Township"
"26934","Smithfield Borough"
"26935","South Union Township"
"26936","Springfield Township"
"26937","Springhill Township"
"26938","Stewart Township"
"26939","Upper Tyrone Township"
"26940","Vanderbilt Borough"
"26941","Washington Township"
"26942","Wharton Township"
"27901","Barnett Township"
"27902","Green Township"
"27903","Harmony Township"
"27904","Hickory Township"
"27904","Endeavor"
"27905","Howe Township"
"27906","Jenks Township"
"27906","Marienville"
"27907","Kingsley Township"
"27908","Tionesta Borough"
"27909","Tionesta Township"
"28001","Chambersburg Borough"
"28002","Waynesboro Borough"
"28803","Greencastle Borough"
"28804","Shippensburg Borough"
"28905","Antrim Township"
"28906","Dry Run"
"28906","Fannett Township"
"28907","Greene Township"
"28907","Scotland"
"28908","Marion"
"28908","Guilford Township"
"28909","Hamilton Township"
"28910","Letterkenny Township"
"28910","Pleasant Hall"
"28911","Lurgan Township"
"28912","Mercersburg Borough"
"28913","Metal Township"
"28914","Mont Alto Borough"
"28915","Montgomery Township"
"28916","Orrstown Borough"
"28917","Peters Township"
"28918","Quincy Township"
"28918","South Mountain"
"28919","Southampton Township"
"28920","St. Thomas Township"
"28921","Warren Township"
"28922","Washington Township"
"28922","Blue Ridge Summit"
"29901","Ayr Township"
"29901","Big Cove Tannery"
"29902","Belfast Township"
"29902","Needmore"
"29903","Bethel Township"
"29904","Brush Creek Township"
"29905","Dublin Township"
"29906","Licking Creek Township"
"29907","McConnellsburg Borough"
"29908","Taylor Township"
"29908","Waterfall"
"29909","Thompson Township"
"29910","Todd Township"
"29911","Union Township"
"29912","Wells Township"
"30801","Waynesburg Borough"
"30902","Aleppo Township"
"30903","Carmichaels Borough"
"30904","Center Township"
"30905","Clarksville Borough"
"30906","Cumberland Township"
"30907","Dunkard Township"
"30908","Franklin Township"
"30909","Freeport Township"
"30910","Gilmore Township"
"30911","Gray Township"
"30912","Greene Township"
"30913","Greensboro Borough"
"30914","Jackson Township"
"30915","Jefferson Borough"
"30916","Jefferson Township"
"30917","Monongahela Township"
"30918","Morgan Township"
"30919","Morris Township"
"30920","Perry Township"
"30921","Rices Landing Borough"
"30922","Rich Hill Township"
"30923","Springhill Township"
"30924","Washington Township"
"30925","Wayne Township"
"30926","Whitely Township"
"31801","Huntingdon Borough"
"31802","Mount Union Borough"
"31903","Alexandria Borough"
"31904","Barree Township"
"31905","Birmingham Borough"
"31906","Brady Township"
"31907","Broad Top City Borough"
"31908","Carbon Township"
"31909","Cass Township"
"31910","Cassville Borough"
"31911","Clay Township"
"31912","Coalmont Borough"
"31913","Cromwell Township"
"31914","Dublin Township"
"31914","Neelyton"
"31915","Dudley Borough"
"31916","Franklin Township"
"31917","Henderson Township"
"31918","Hopewell Township"
"31919","Jackson Township"
"31920","Juniata Township"
"31921","Lincoln Township"
"31922","Logan Township"
"31923","Mapleton Borough"
"31924","Marklesburg Borough"
"31925","Mill Creek Borough"
"31926","Miller Township"
"31927","Morris Township"
"31928","Oneida Township"
"31929","Orbisonia Borough"
"31930","Penn Township"
"31930","Aitch"
"31931","Petersburg Borough"
"31932","Porter Township"
"31932","Barree"
"31933","Rockhill Borough"
"31934","Saltillo Borough"
"31935","Shade Gap Borough"
"31936","Shirley Township"
"31937","Shirleysburg Borough"
"31938","Smithfield Township"
"31939","Springfield Township"
"31940","Spruce Creek Township"
"31941","Tell Township"
"31942","Three Springs Borough"
"31943","Tod Township"
"31944","Union Township"
"31944","Calvin"
"31945","Walker Township"
"31946","Warriors Mark Township"
"31947","West Township"
"31948","Wood Township"
"31948","Robertsdale"
"32001","Indiana Borough"
"32802","Blairsville Borough"
"32803","Homer City Borough"
"32904","Armagh Borough"
"32905","Armstrong Township"
"32906","Banks Township"
"32907","Black Lick Township"
"32908","Brush Valley Township"
"32909","Buffington Township"
"32910","Burrell Township"
"32911","Canoe Township"
"32912","Center Township"
"32913","Cherry Tree Borough"
"32914","Cherry Hill Township"
"32915","Clymer Borough"
"32916","Conemaugh Township"
"32917","Creekside Borough"
"32918","East Mahoning Township"
"32919","East Wheatfield Township"
"32920","Glen Campbell Borough"
"32921","Grant Township"
"32922","Green Township"
"32923","Jacksonville Borough"
"32924","Marion Center Borough"
"32925","Montgomery Township"
"32926","North Mahoning Township"
"32927","Pine Township"
"32928","Plumville Borough"
"32929","Rayne Township"
"32930","Saltsburg Borough"
"32931","Shelocta Borough"
"32932","Smicksburg Borough"
"32933","South Mahoning Township"
"32934","Washington Township"
"32935","West Mahoning Township"
"32936","West Wheatfield Township"
"32937","White Township"
"32938","Young Township"
"32939","Ernest"
"33801","Brockway Borough"
"33802","Brookville Borough"
"33803","Punxsutawney Borough"
"33804","Reynoldsville Borough"
"33905","Barnett Township"
"33906","Beaver Township"
"33907","Bell Township"
"33908","Big Run Borough"
"33909","Clover Township"
"33909","Baxter"
"33910","Corsica Borough"
"33911","Eldred Township"
"33912","Falls Creek Borough"
"33913","Gaskill Township"
"33914","Heath Township"
"33915","Henderson Township"
"33916","Knox Township"
"33917","McCalmont Township"
"33918","Oliver Township"
"33918","Coolspring"
"33919","Perry Township"
"33920","Pine Creek Township"
"33921","Polk Township"
"33922","Porter Township"
"33923","Ringgold Township"
"33924","Rose Township"
"33925","Snyder Township"
"33926","Summerville Borough"
"33927","Sykesville Borough"
"33928","Timblin Borough"
"33929","Union Township"
"33930","Warsaw Township"
"33931","Washington Township"
"33932","Winslow Township"
"33933","Worthville Borough"
"33934","Walston"
"33934","Young Township"
"33934","De Lancey"
"34901","Beale Township"
"34902","Delaware Township"
"34903","Fayette Township"
"34904","Fermanagh Township"
"34905","Greenwood Township"
"34906","Cross Keys"
"34906","Lack Township"
"34906","Perulack"
"34907","Mifflin Borough"
"34908","Mifflintown Borough"
"34909","Milford Township"
"34910","Richfield"
"34910","Monroe Township"
"34911","Port Royal Borough"
"34912","Spruce Hill Township"
"34913","Susquehanna Township"
"34914","Thompsontown Borough"
"34915","Turbett Township"
"34916","Honey Grove"
"34916","Tuscarora Township"
"34916","East Waterford"
"34917","Walker Township"
"35001","Scranton"
"35002","Carbondale"
"35003","Dunmore Borough"
"35804","Archbald Borough"
"35805","Peckville"
"35805","Blakely Borough"
"35806","Clarks Summit Borough"
"35807","Dickson City Borough"
"35808","Jermyn Borough"
"35809","Moosic Borough"
"35810","Old Forge Borough"
"35811","Olyphant Borough"
"35812","Taylor Borough"
"35813","Throop Borough"
"35814","Jessup Borough"
"35814","Winton"
"35915","Waverly"
"35915","Abington Township"
"35916","Benton Township"
"35917","Carbondale Township"
"35918","Clarks Green Borough"
"35919","Clifton Township"
"35920","Covington Township"
"35920","Daleville"
"35921","Dalton Borough"
"35922","Elmhurst Township"
"35923","Fell Township"
"35923","Simpson"
"35924","Glenburn Township"
"35925","Greenfield Township"
"35926","Jefferson Township"
"35927","Laplume Township"
"35928","Lehigh Township"
"35929","Madison Township"
"35929","Madisonville"
"35930","Mayfield Borough"
"35931","Moscow Borough"
"35932","Newton Township"
"35933","North Abington Township"
"35934","Ransom Township"
"35935","Roaring Brook Township"
"35936","Scott Township"
"35937","South Abington Township"
"35937","Chinchilla"
"35938","Spring Brook Township"
"35939","Vandling Borough"
"35940","West Abington Township"
"36001","Lancaster"
"36002","Columbia Borough"
"36803","Elizabethtown Borough"
"36804","Ephrata Borough"
"36805","Lancaster Township"
"36806","Lititz Borough"
"36807","Manheim Borough"
"36808","Millersville Borough"
"36809","Mt. Joy Borough"
"36810","New Holland Borough"
"36911","Adamstown Borough"
"36912","Akron Borough"
"36913","Bart Township"
"36914","Brecknock Township"
"36915","Caernarvon Township"
"36916","Christiana Borough"
"36917","Clay Township"
"36918","Colerain Township"
"36919","Conestoga Township"
"36920","Bainbridge"
"36920","Conoy Township"
"36921","Denver Borough"
"36922","Drumore Township"
"36923","Earl Township"
"36924","East Cocalico Township"
"36925","Maytown"
"36925","East Donegal Township"
"36926","East Drumore Township"
"36927","East Earl Township"
"36927","Blue Ball"
"36928","East Hempfield Township"
"36928","Landisville"
"36929","East Lampeter Township"
"36930","East Petersburg Borough"
"36931","Eden Township"
"36932","Elizabeth Township"
"36933","Ephrata Township"
"36934","Fulton Township"
"36935","Leacock Township"
"36936","Little Britain Township"
"36937","Manheim Township"
"36938","Manor Township"
"36939","Marietta Borough"
"36940","Martic Township"
"36940","Pequea"
"36941","Mountville Borough"
"36942","Mt. Joy Township"
"36943","Paradise Township"
"36944","Penn Township"
"36945","West Willow"
"36945","Pequea Township"
"36946","Provident Township"
"36947","Quarryville Borough"
"36948","Rapho Township"
"36949","Sadsbury Township"
"36950","Gap"
"36950","Salisbury Township"
"36951","Strasburg Borough"
"36952","Strasburg Township"
"36953","Terre Mill Borough"
"36954","Leacock"
"36954","Leola"
"36954","Upper Leacock Township"
"36955","Warwick Township"
"36956","Washington Borough"
"36957","West Cocalico Township"
"36958","West Donegal Township"
"36959","West Earl Township"
"36960","Siver Spring"
"36960","West Hempfield Township"
"36961","West Lampeter Township"
"36961","Willow Street"
"37001","New Castle"
"37002","Ellwood City Borough"
"37903","Bessemer Borough"
"37904","New Beaver Borough"
"37905","Ellport Borough"
"37906","Enon Valley Borough"
"37907","Hickory Township"
"37908","Little Beaver Township"
"37909","Mahoning Township"
"37910","Nechannock Township"
"37911","New Wilmington Borough"
"37912","North Beaver Township"
"37913","Perry Township"
"37914","Plain Grove Township"
"37915","Pulaski Township"
"37916","Scott Township"
"37917","Shenango Township"
"37918","Slippery Rock Township"
"37919","South New Castle Borough"
"37920","Taylor Township"
"37921","Union Township"
"37922","Volant Borough"
"37923","Wampum Borough"
"37924","Washington Township"
"37925","Wayne Township"
"37926","Wilmington Township"
"37927","SNPJ Boro"
"38001","Lebanon Borough"
"38802","Annville Township"
"38803","Myerstown Borough"
"38804","Palmyra Borough"
"38905","Bethel Township"
"38905","Fredericksburg"
"38906","Cleona Borough"
"38907","Cold Spring Township"
"38908","Cornwall Borough"
"38908","Rexmont"
"38909","Ono"
"38909","East Hanover Township"
"38910","Heidelburg Township"
"38910","Schaefferstown"
"38911","Jackson Township"
"38912","Jonestown Borough"
"38913","Newmanstown"
"38913","Millcreek Township"
"38914","Mt. Gretna Borough"
"38915","North Annville Township"
"38916","North Cornwall Township"
"38917","North Lebanon Township"
"38918","North Londonberry Township"
"38919","Richland Borough"
"38920","South Annville Township"
"38921","South Lebanon Township"
"38922","Campbelltown"
"38922","South Londonderry Township"
"38923","Swatara Township"
"38924","Union Township"
"38924","Lickdale"
"38924","Indiantown Gap"
"38925","West Cornwall Township"
"38926","West Lebanon Township"
"39001","Allentown"
"39002","Bethlehem"
"39003","Emmaus Borough"
"39804","Catasauqua Borough"
"39805","Coplay Borough"
"39806","Fountain Hill Borough"
"39807","Saltington Borough"
"39908","Alburtis Borough"
"39909","Coopersburg Borough"
"39910","Hanover Township"
"39911","Germansville"
"39911","Heidelberg Township"
"39912","East Texas"
"39912","Lower Macungie Township"
"39912","Wescoesville"
"39913","Limeport"
"39913","Lower Milford Township"
"39914","Lowhill Township"
"39915","Lynn Township"
"39915","New Tripoli"
"39915","Lynnport"
"39916","Macungie Borough"
"39917","North Whitehall Township"
"39918","Salisbury Township"
"39919","South Whitehall Township"
"39920","Trexlertown"
"39920","Fogelville"
"39920","Upper Macungie Township"
"39921","Upper Milford Township"
"39922","Upper Saucon Township"
"39923","Washington Township"
"39923","Slatedale"
"39924","Weisenberg Township"
"39925","Egypt"
"39925","Whitehall Township"
"40001","Parsons"
"40001","Wilkes Barre"
"40002","Hazleton"
"40003","Kingston Borough"
"40004","Nanticoke"
"40005","Pittston"
"40006","Plymouth Borough"
"40807","Ashley Borough"
"40808","Avoca Borough"
"40809","Dallas Borough"
"40810","Dupont Borough"
"40811","Duryea Borough"
"40812","Edwardsville Borough"
"40813","Exeter Borough"
"40814","Forty Fort Borough"
"40815","Freeland Borough"
"40816","Larksville Borough"
"40817","Luzerne Borough"
"40818","Swoyersville Borough"
"40819","West Hazelton Borough"
"40820","West Pittston Borough"
"40821","West Wyoming Borough"
"40822","Hudson"
"40822","Wilkes Barre Township"
"40823","Wyoming Borough"
"40924","Bear Creek Township"
"40925","Black Creek Township"
"40925","Fern Glen"
"40925","Weston"
"40926","Buck Township"
"40927","Drums"
"40927","Butler Township"
"40928","Conyngham Borough"
"40929","Moconaqua"
"40929","Conyngham Township"
"40930","Courtdale Borough"
"40931","Dallas Township"
"40932","Dennison Township"
"40933","Dorrance Township"
"40934","Exeter Township"
"40934","Harding"
"40935","Fairmont Township"
"40936","Fairview Township"
"40936","Mt. Top"
"40937","Foster Township"
"40938","Franklin Township"
"40939","Askam"
"40939","Hanover Township"
"40940","Hazle Township"
"40941","Hollenback Township"
"40942","Hughestown Borough"
"40943","Hunlock Creek"
"40943","Hunlock Township"
"40944","Huntington"
"40945","Jackson Township"
"40946","Jeddo Borough"
"40947","Jenkins Township"
"40948","Kingston Township"
"40948","Trucksville"
"40949","Laflin Borough"
"40950","Lake Township"
"40951","Laurel Run Borough"
"40952","Lehman Township"
"40953","Nescopeck Borough"
"40954","Nescopeck Township"
"40955","New Columbus Borough"
"40956","Newport Township"
"40957","Nuangola Borough"
"40958","Browntown"
"40958","Pittston Township"
"40959","Plains Township"
"40960","Plymouth Township"
"40961","Pringle Borough"
"40962","Rice Township"
"40963","Sweet Valley"
"40963","Ross Township"
"40964","Salem Township"
"40965","Shickshinny Borough"
"40966","Slocum Township"
"40967","Sugarloaf Township"
"40968","Sugar Notch Borough"
"40969","Union Township"
"40970","Warrior Run Borough"
"40971","White Haven Borough"
"40972","Wright Township"
"40973","Yatesville Borough"
"40974","Harveys Lake Borough"
"41001","Williamsport Borough"
"41802","Jersey Shore Borough"
"41803","Montoursville Borough"
"41804","Muncy Borough"
"41805","South Williamsport Borough"
"41906","Anthony Township"
"41907","Armstrong Township"
"41908","Bastress Township"
"41909","Brady Township"
"41910","Brown Township"
"41911","Cascade Township"
"41912","Clinton Township"
"41913","Cogan House Township"
"41914","Cummings Township"
"41915","Duboistown Borough"
"41916","Eldred Township"
"41917","Fairfield Township"
"41918","Franklin Township"
"41919","Gamble Township"
"41920","Hepburn Township"
"41921","Hughesville Borough"
"41922","Jackson Township"
"41923","Jordan Township"
"41923","Unityville"
"41924","Bodine"
"41924","Lewis Township"
"41924","Trout Run"
"41925","Limestone Township"
"41926","Loyalsock Township"
"41927","Lycoming Township"
"41928","Jersey Mills"
"41928","McHenry Township"
"41929","Ralston"
"41929","McIntyre Township"
"41930","McNett Township"
"41931","Mifflin Township"
"41932","Mill Creek Township"
"41933","Montgomery Borough"
"41934","Moreland Township"
"41935","Muncy Creek Township"
"41936","Muncy Township"
"41936","Pennsdale"
"41937","Nippenose Township"
"41937","Antes Fort"
"41938","Old Lycoming Township"
"41939","Penn Township"
"41940","Piatt Township"
"41941","Picture Rocks Borough"
"41942","Pine Township"
"41943","Plunketts Creek Township"
"41944","Porter Township"
"41945","Salladasburg Borough"
"41946","Shrewsbury Township"
"41947","Nisbet"
"41947","Susquehanna Township"
"41948","Upper Fairfield Township"
"41949","Washington Township"
"41950","Watson Township"
"41951","Wolf Township"
"41952","Linden"
"41952","Woodward Township"
"42001","Bradford"
"42802","Kane Borough"
"42803","Port Allegany Borough"
"42904","Annin Township"
"42904","Turtle Point"
"42905","Bradford Township"
"42905","Custer City"
"42906","Ceres Township"
"42907","Corydon Township"
"42908","Eldred Borough"
"42909","Eldred Township"
"42910","Rew"
"42910","Foster Township"
"42911","Ludlow"
"42911","Hamilton Township"
"42912","Hazel Hurst"
"42912","Hamlin Township"
"42913","Gifford"
"42913","Keating Township"
"42914","Lafayette Township"
"42915","Lewis Run Borough"
"42916","Liberty Township"
"42917","Mt. Jewett Borough"
"42918","Norwich Township"
"42919","Otto Township"
"42920","Sergeant"
"42921","Smethport Borough"
"42922","Wetmore Township"
"43001","Sharon"
"43002","Farrell"
"43803","Greenville Borough"
"43804","Grove City Borough"
"43805","Mercer Borough"
"43806","Sharpsville Borough"
"43907","Clark Borough"
"43908","Coolspring Township"
"43909","Deer Creek Township"
"43910","Delaware Township"
"43911","East Lackawannock Township"
"43912","Fairview Township"
"43913","Findley Township"
